facility_id,facility_name,operator,city,county,latitude,longitude,location_precision,location_confidence,status_normalized,facility_type,analysis_scope,nearest_neighbor_km,cluster,dist_transmission_any_km,dist_transmission_100kv_km,dist_transmission_230kv_km,max_voltage_within_25km_kv,transmission_owner_count_25km,dist_major_road_km,dist_interstate_km,dist_surface_water_flowline_km,named_flowlines_within_25km,county_geoid,county_name,degree_institutions_50km,cip11_completions_50km,cip14_completions_50km,degree_institutions_100km,cip11_completions_100km,cip14_completions_100km,county_total_employment,county_total_establishments,county_total_employment_flag,information_sector_employment,information_sector_establishments,information_sector_employment_flag,professional_scientific_employment,professional_scientific_establishments,professional_scientific_employment_flag,record_id,record_role,geo_cluster_raw,geo_cluster,expanded_nearest_neighbor_km,feature_cluster,feature_pc1,feature_pc2
TNDC-043,CleanSpark New Tazewell Bitcoin Mining Facility,"CleanSpark, Inc.",New Tazewell,Claiborne,36.4426,-83.5996,approximate,medium,operational,crypto_mining,crypto_mining,27.74221155274318,Noise / isolated,2.0152424357641316,2.0152424357641316,25.06971285347489,161.0,2,0.5694106398496785,43.67052319965182,1.849218320891234,855,47025,Claiborne County,6,39.0,0.0,26,2241.0,996.0,7084,466,G,38.0,6.0,H,129.0,29.0,G,TNDC-043,confirmed_master,-1,Noise / isolated,27.742211552743488,F1,-4.448086552451058,3.5187878844667604
TNDC-044,CleanSpark Oneida Bitcoin Mining Facility,"CleanSpark, Inc.",Oneida,Scott,36.4981,-84.5127,approximate,medium,operational,crypto_mining,crypto_mining,7.65235803152038,Noise / isolated,1.7243463363400615,1.7243463363400615,51.34799871300031,161.0,2,0.2027920201141038,20.897119695906408,0.2302877542446328,928,47151,Scott County,3,1484.0,26.0,29,2869.0,1335.0,4173,351,G,49.0,12.0,J,35.0,14.0,G,TNDC-044,confirmed_master,-1,Noise / isolated,7.652358031520108,F1,-2.1195805056060237,4.491391049933991
TNDC-045,CleanSpark Winfield Bitcoin Mining Facility,"CleanSpark, Inc.",Winfield,Scott,36.5467887,-84.4521787,address_or_site,high,operational,crypto_mining,crypto_mining,7.65235803152038,Noise / isolated,0.1251214503645664,0.1251214503645664,43.99028734704144,161.0,2,0.744571894380068,18.88814560524287,0.1155601680918731,967,47151,Scott County,3,1484.0,26.0,25,2746.0,996.0,4173,351,G,49.0,12.0,J,35.0,14.0,G,TNDC-045,confirmed_master,-1,Noise / isolated,7.652358031520108,F1,-2.1913580609695353,4.180388176504613
TNDC-046,LCUB Data Center,Lenoir City Utilities Board,Lenoir City,Loudon,35.840815,-84.265703,address_or_site,high,operational,data_center,core_data_center,4.917109437996493,C4 Knoxville area,0.3175809708941679,0.3175809708941679,11.011105990163353,500.0,1,0.4505027023461488,0.5301486747649652,0.2583308641238066,1234,47105,Loudon County,13,390.0,968.0,30,507.0,978.0,14920,1027,G,374.0,12.0,J,666.0,66.0,H,TNDC-046,confirmed_master,3,E5 Knoxville area,4.917109437997018,F2,-0.8824986442242555,0.41902226322187125
TNDC-047,TenHats Knoxville Data Center,TenHats,Knoxville,Knox,35.97048129,-83.91221605,approximate_site,medium,operational,data_center,core_data_center,0.992513351398504,C4 Knoxville area,0.0486728763684856,3.7947914042191337,14.190962703158428,500.0,2,0.3630747475924,0.7699289531659047,0.112354637998837,1231,47093,Knox County,12,395.0,968.0,26,1967.0,1048.0,242117,12519,G,4993.0,237.0,G,13096.0,1306.0,G,TNDC-047,confirmed_master,3,E5 Knoxville area,0.9925133513977842,F2,1.9239781894126007,0.7981444427200081
TNDC-048,Infinity Data Center,Infinity Data Center,Knoxville,Knox,35.9585,-84.1392,address_or_site,high,operational,data_center,core_data_center,1.4454623860169304,C4 Knoxville area,1.3598517309135123,1.378281471825916,1.6120211739270764,500.0,1,1.169009252566629,5.338593636801503,0.0259528255880626,1177,47093,Knox County,14,404.0,968.0,27,1928.0,1004.0,242117,12519,G,4993.0,237.0,G,13096.0,1306.0,G,TNDC-048,confirmed_master,3,E5 Knoxville area,1.4454623860163978,F2,1.6891415434791652,0.9116854756222315
TNDC-049,Windstream / Uniti Knoxville,Uniti Wholesale,Knoxville,Knox,35.95217137,-84.12517265,approximate_site,medium,operational,interconnection_facility,core_data_center,1.4454623860169304,C4 Knoxville area,1.403542243702083,1.403542243702083,1.403542243702083,500.0,2,0.1525331462117285,4.421398391309641,0.1244458600637066,1194,47093,Knox County,14,404.0,968.0,28,1936.0,1004.0,242117,12519,G,4993.0,237.0,G,13096.0,1306.0,G,TNDC-049,confirmed_master,3,E5 Knoxville area,1.4454623860163978,F2,1.7628997986555426,0.7742248530075666
TNDC-050,Aeneas Data Center,Aeneas Internet and Telephone,Jackson,Madison,35.6163439553,-88.8159272209,address_or_site,high,operational,interconnection_facility,core_data_center,4.365935265331043,Noise / isolated,2.8590383758194164,2.8590383758194164,9.40933125627591,500.0,1,0.3051082522058725,6.10578479026357,1.1704272775317783,1376,47113,Madison County,8,90.0,6.0,18,163.0,28.0,55344,2598,G,464.0,32.0,H,1001.0,139.0,G,TNDC-050,confirmed_master,4,E2 Jackson area,4.365935265330664,F1,-5.596217478013801,-4.447678880538061
TNDC-051,MCA Chattanooga Data Center,MCA Technology Solutions,Chattanooga,Hamilton,35.07589,-85.18455,address_or_site,high,operational,data_center,core_data_center,10.771741932562746,C3 Chattanooga area,0.3477659403392347,0.3477659403392347,9.002526174550091,500.0,1,0.2179821528089125,4.440412587403477,0.220688502890341,1173,47065,Hamilton County,16,313.0,161.0,27,529.0,162.0,205761,9883,G,3565.0,174.0,G,10146.0,937.0,G,TNDC-051,confirmed_master,1,E4 Chattanooga area,10.771741932562511,F2,-0.876459936911578,-2.193033315975751
TNDC-052,Data Suites Murfreesboro,Data Suites,Murfreesboro,Rutherford,35.856076,-86.405338,address_or_site,high,operational,data_center,core_data_center,17.477420413451394,Noise / isolated,1.7083487826864354,1.7083487826864354,17.320638167725356,500.0,1,0.1272572601694827,2.646802318868086,0.4438700880493592,664,47149,Rutherford County,28,759.0,458.0,53,1215.0,858.0,128935,6285,G,897.0,93.0,H,5057.0,441.0,G,TNDC-052,confirmed_master,0,E3 Nashville area,17.477420413450922,F2,0.9026133913928032,0.9379745730330622
TNDC-053,Windstream / Uniti Brentwood,Uniti Wholesale,Brentwood,Williamson,36.037186,-86.806206,address_or_site,high,operational,interconnection_facility,core_data_center,7.201622189296421,C2 Nashville area,1.8279218635089325,1.8279218635089325,6.530205327468523,500.0,1,0.169894974354871,2.076589381175805,0.0755279788635552,991,47187,Williamson County,38,949.0,519.0,51,1188.0,522.0,149544,8707,G,4817.0,293.0,H,12710.0,1322.0,G,TNDC-053,confirmed_master,0,E3 Nashville area,7.201622189296339,F2,1.3372335779818263,-0.18556382720608738
TNDC-054,Lumen Nashville 2,Lumen Technologies,Nashville,Davidson,36.14787701,-86.68002591,approximate_site,medium,operational,data_center,core_data_center,1.976314023135052,C2 Nashville area,0.5359714148150394,0.5359714148150394,12.30715632663763,500.0,1,0.5647373518848544,0.5647373518848544,0.1422154514615573,853,47037,Davidson County,38,949.0,519.0,55,1623.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNDC-054,confirmed_master,0,E3 Nashville area,1.97631402313534,F2,2.507066137755232,-0.14550530904266226
TNDC-055,Lumen Nashville 4 / Berry Hill,Lumen Technologies,Nashville,Davidson,36.1202759,-86.7623382,address_or_site,high,operational,data_center,core_data_center,1.510841476707156,C2 Nashville area,0.6092041304101868,0.6092041304101868,14.781532831661425,500.0,1,0.0294158088330879,0.0294158088330879,0.8057133630999617,911,47037,Davidson County,38,949.0,519.0,55,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNDC-055,confirmed_master,0,E3 Nashville area,1.5108414767067408,F2,2.588494825605056,-0.4580437681617228
TNDC-056,Saragon Nashville,Saragon,Nashville,Davidson,36.13170626,-86.75324366,approximate_site,medium,operational,data_center,core_data_center,1.510841476707156,C2 Nashville area,0.2987076008641238,0.2987076008641238,15.577122714327889,500.0,1,0.224520073306856,0.9650322224514756,0.6129462036681714,900,47037,Davidson County,38,949.0,519.0,55,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNDC-056,confirmed_master,0,E3 Nashville area,1.5108414767067408,F2,2.517819771528543,-0.3067281139649893
TNDC-057,WorldSpice Data Center,WorldSpice Technologies,Memphis,Shelby,35.1132403,-89.8928537,address_or_site,high,operational,data_center,core_data_center,0.536086088636087,C1 Memphis area,0.2021176968700708,0.2021176968700708,5.958812171188375,500.0,3,0.1674602325282303,2.111826646225866,0.5067458598584822,1359,47157,Shelby County,27,956.0,286.0,35,1204.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNDC-057,confirmed_master,2,E1 Memphis area,0.5360860886365696,F2,1.3137186292495553,-0.8544626444190533
TNDC-058,Connect Data Centers Memphis,Connect Data Centers,Memphis,Shelby,35.0417724,-89.8845309,address_or_site,high,operational,data_center,core_data_center,0.3454071544348475,C1 Memphis area,0.6310822975962274,3.437632206786213,3.437632206786213,500.0,2,2.353354596410896,4.514833120388392,0.0972216616329214,1250,47157,Shelby County,29,1106.0,296.0,35,1204.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNDC-058,confirmed_master,2,E1 Memphis area,0.345407154435508,F2,1.1360055871206713,-0.503385630629482
TNDC-059,5C MEM01,5C,Memphis,Shelby,35.0327269,-89.9354893,approximate_site,medium,under_construction,data_center,core_data_center,0.6115269873530994,C1 Memphis area,0.8973628978282975,4.027798856933369,4.027798856933369,500.0,3,0.1258764639860509,5.205206220710836,0.2826489190682394,1192,47157,Shelby County,28,1103.0,296.0,35,1204.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNDC-059,confirmed_master,2,E1 Memphis area,0.6115269873521512,F2,1.1810126444447941,-0.6235326316124102
TNDC-060,The STEM Practice Memphis,The STEM Practice,Memphis,Shelby,35.161945,-89.860031,address_or_site,high,proposed,data_center,core_data_center,6.183699762877351,C1 Memphis area,1.3226434909323577,1.3226434909323577,7.118945210680754,500.0,3,0.3797875155960548,0.3797875155960548,0.8328101602034235,1423,47157,Shelby County,27,956.0,286.0,36,1235.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNDC-060,confirmed_master,2,E1 Memphis area,6.183699762876889,F2,1.33529536411254,-0.9903562607603285
TNDC-061,Humboldt / Gibson County Crypto Mining Facility,Undisclosed private developer (Humboldt Utilities customer),Humboldt,Gibson,35.842805,-88.921847,approximate_site,medium,under_construction,crypto_mining,crypto_mining,23.739097663615286,Noise / isolated,4.485592853711683,7.9269330290775875,16.95648787706169,500.0,1,0.6314902866766976,20.670084890856504,0.3366153606477722,1459,47053,Gibson County,9,116.0,5.0,16,193.0,28.0,12656,951,G,173.0,20.0,G,192.0,41.0,H,TNDC-061,confirmed_master,-1,Noise / isolated,23.73909766361553,F1,-6.471957770415331,-3.289479083250997
TNDC-062,Windstream Bristol Data Center,Windstream,Bristol,Sullivan,36.593557,-82.183509,address_or_site,high,operational,data_center,core_data_center,37.94409711967336,Noise / isolated,0.4012387576353779,3.116653456205808,6.207202653955594,500.0,3,0.1535730440308025,5.356146431785924,0.2212782102181217,1148,47163,Sullivan County,10,243.0,25.0,23,501.0,46.0,60008,3382,G,625.0,43.0,G,1436.0,240.0,G,TNDC-062,confirmed_master,-1,Noise / isolated,37.94409711967344,F1,-3.330023063146671,-2.532425790933919
TNCAND-002,Horizon Center TVA Certified Data Center Site,,Oak Ridge,Roane,35.968063,-84.35597,approximate_site,medium,candidate,certified_data_center_site,candidate_site,5.78964157802513,Candidate / not clustered,0.727876698880174,0.727876698880174,3.0289104348453164,500.0,1,0.8453788175536231,9.874727384733562,0.1881877868202608,1292,47145,Roane County,13,404.0,968.0,28,1944.0,1004.0,8996,769,G,49.0,12.0,J,306.0,54.0,H,TNCAND-002,candidate,3,E5 Knoxville area,5.78964157802509,F2,-0.5568440147801025,2.69057842934967
TNCAND-003,Corridor Park Lots 21 & 23 TVA Certified Data Center Site,,Knoxville,Knox,35.92338,-84.14133,address_or_site,high,candidate,certified_data_center_site,candidate_site,3.5164351630750597,Candidate / not clustered,1.6481279770076562,3.297720169273466,4.469931485485613,500.0,2,0.3964070865213985,1.7405329422292104,0.4096250977179209,1181,47093,Knox County,14,404.0,968.0,28,1936.0,1004.0,242117,12519,G,4993.0,237.0,G,13096.0,1306.0,G,TNCAND-003,candidate,3,E5 Knoxville area,3.5164351630745547,F2,1.808904860178352,0.6787896725775661
TNCAND-004,Tiger Jones Technology Park Enterprise Data Center Site,,Jackson,Madison,35.671471,-88.764892,address_or_site,high,candidate,certified_primary_data_center_site,candidate_site,3.955851792529339,Candidate / not clustered,0.2627499312143647,0.2627499312143647,4.118275281834532,500.0,1,0.9883617984953896,0.9983755164533524,0.539529096114026,1380,47113,Madison County,8,90.0,6.0,16,163.0,28.0,55344,2598,G,464.0,32.0,H,1001.0,139.0,G,TNCAND-004,candidate,4,E2 Jackson area,3.955851792529348,F1,-5.313200659787863,-4.520773866057694
TNCAND-005,GRIID Jackson 60 MW Bitcoin Mining Project,,Jackson,Madison,35.636798360652,-88.774694703444,address_or_site,high,candidate,announced_crypto_mining_site,candidate_site,3.955851792529339,Candidate / not clustered,0.5514369863831382,0.5514369863831382,7.388416684508857,500.0,1,0.5958501531253004,4.677277966293714,0.5983824548535115,1395,47113,Madison County,8,90.0,6.0,17,163.0,28.0,55344,2598,G,464.0,32.0,H,1001.0,139.0,G,TNCAND-005,candidate,4,E2 Jackson area,3.955851792529348,F1,-5.464568574664919,-4.386416291340429
TNCAND-006,Atmosphere Nashville 120 MW Campus,,Nashville,Davidson,36.1721781,-86.7846022,area_or_city,low,candidate,proposed_data_center_campus,candidate_site,0.1199615700679816,Candidate / not clustered,0.1723118661269711,2.7546887632101753,20.81356562075462,500.0,1,0.4824685494674138,1.1338343547492988,0.4996096498820266,923,47037,Davidson County,36,750.0,467.0,56,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNCAND-006,candidate,0,E3 Nashville area,0.11996157006840204,F2,2.343727667687359,-0.23168932115418167
TNCAND-007,Tennessee State Data Center South,,Smyrna,Rutherford,35.993554,-86.4994229,approximate_site,medium,candidate,operational_government_data_center,candidate_site,17.477420413451394,Candidate / not clustered,1.2951609164858104,1.2951609164858104,11.175516178530444,500.0,1,0.2439990478853663,6.465734347055811,0.4435461841557285,621,47149,Rutherford County,38,949.0,519.0,52,1318.0,861.0,128935,6285,G,897.0,93.0,H,5057.0,441.0,G,TNCAND-007,candidate,0,E3 Nashville area,17.477420413450922,F2,1.0549570272866815,1.134822446768921
TNCAND-008,Tennessee State Data Center North,,Nashville,Davidson,36.171264,-86.785312,address_or_site,high,candidate,operational_government_data_center,candidate_site,0.1199615700679816,Candidate / not clustered,0.11985864260321,2.697332165039337,20.749195342598043,500.0,1,0.3786294840102457,1.029021252388722,0.5987710082936638,929,47037,Davidson County,36,750.0,467.0,56,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNCAND-008,candidate,0,E3 Nashville area,0.11996157006840204,F2,2.3636148401977652,-0.27490281855558885
TNCAND-009,Oak Ridge Leadership Computing Facility / NICS shared ORNL site,,Oak Ridge,Roane,35.9313055556,-84.3104166667,address_or_site,high,candidate,operational_research_computing_facility,candidate_site,5.78964157802513,Candidate / not clustered,0.5494278274235339,0.5494278274235339,0.7488773710340574,500.0,1,3.210200206642162,6.276103991973085,0.2533076412097717,1295,47145,Roane County,13,404.0,968.0,30,1967.0,1004.0,8996,769,G,49.0,12.0,J,306.0,54.0,H,TNCAND-009,candidate,3,E5 Knoxville area,5.78964157802509,F2,-0.508123358354152,2.666165096557113
TNCAND-011,Vanderbilt ACCRE Data Center Rooms,,Nashville,Davidson,36.142856,-86.796033,address_or_site,high,candidate,operational_research_computing_facility,candidate_site,1.826739921351709,Candidate / not clustered,0.2083265200808276,0.2083265200808276,18.008025821242953,500.0,1,0.3549606588226874,1.2925106218366806,2.993649634234073,962,47037,Davidson County,36,750.0,467.0,56,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNCAND-011,candidate,0,E3 Nashville area,1.8267399213513893,F2,2.428980700436579,-0.6554033724160497
TNCAND-013,Airnet / Dataprise Chattanooga,,Chattanooga,Hamilton,35.046874,-85.311133,address_or_site,high,candidate,legacy_operational_listing,candidate_site,0.4108468813552908,Candidate / not clustered,2.423240542770371,2.423240542770371,5.777505241574905,500.0,2,0.1395838351382324,1.7486306681580843,1.25665845845521,1157,47065,Hamilton County,14,313.0,152.0,28,535.0,162.0,205761,9883,G,3565.0,174.0,G,10146.0,937.0,G,TNCAND-013,candidate,1,E4 Chattanooga area,0.41084688135512754,F2,-0.9187613840073877,-2.5057903049276278
TNCAND-014,Windstream Nashville — 940 3rd Ave N,,Nashville,Davidson,36.173667,-86.7835769,address_or_site,high,candidate,legacy_operational_listing,candidate_site,0.189418735621127,Candidate / not clustered,0.0884122454567099,2.8612764443878977,20.924339871778106,500.0,1,0.6412253555403852,1.0330715746327128,0.3488547157964339,919,47037,Davidson County,36,750.0,467.0,56,1609.0,617.0,526927,22122,G,16596.0,704.0,G,33740.0,2441.0,G,TNCAND-014,candidate,0,E3 Nashville area,0.18941873562085507,F2,2.3456667150745987,-0.18475865947273534
TNCAND-015,Verizon / XO Memphis,,Memphis,Shelby,35.1086604,-89.8910128,address_or_site,high,candidate,legacy_operational_listing,candidate_site,0.536086088636087,Candidate / not clustered,0.1168910413917695,0.1168910413917695,5.663422137774373,500.0,3,0.1740304144736869,1.9074207477809144,0.965330035299926,1345,47157,Shelby County,27,956.0,286.0,35,1204.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNCAND-015,candidate,2,E1 Memphis area,0.5360860886365696,F2,1.3493932467793897,-0.963245489145673
TNCAND-016,Lumen Memphis 2 / former tw telecom,,Memphis,Shelby,35.0344101,-89.883273,address_or_site,high,candidate,legacy_operational_listing,candidate_site,0.5765360809592314,Candidate / not clustered,0.0836624497117524,2.6302420928934094,2.6302420928934094,500.0,2,1.5400592802066244,5.3098829269128185,0.2728228010008091,1251,47157,Shelby County,29,1106.0,296.0,35,1204.0,481.0,446048,19359,G,4823.0,318.0,G,20108.0,1599.0,G,TNCAND-016,candidate,2,E1 Memphis area,0.576536080958735,F2,1.2018695903274992,-0.5890217197414922
TNCAND-017,CleanSpark Mountain City 30 MW Bitcoin Mining Proposal,,Mountain City,Johnson,36.445395419476,-81.801011033243,address_or_site,high,candidate,cancelled_crypto_mining_proposal,candidate_site,37.94409711967336,Candidate / not clustered,0.1256329474041895,0.1256329474041895,28.74529164089562,161.0,3,0.6533632839568034,42.95665876226064,0.0498554757179057,1324,47091,Johnson County,9,194.0,21.0,30,717.0,61.0,3415,256,G,0.0,0.0,NO_PUBLISHED_ROW,80.0,17.0,G,TNCAND-017,candidate,-1,Noise / isolated,37.94409711967344,F1,-5.673441838907352,0.4862820977456875
